,s,t,m,k,a
2022-06-12 08:00:00,-90.59010238,-262.3647272,-79.47761653,-47.7161008,-7.977292536
2022-06-12 09:00:00,-93.08232765,-263.4804097,-79.75232578,-47.95064033,-8.074477443
2022-06-12 10:00:00,-94.00821866,-262.5941154,-79.37139847,-47.84567256,-8.159973329
2022-06-12 11:00:00,-94.95361576,-270.6737548,-82.00474839,-49.22221074,-8.219836548
2022-06-12 12:00:00,-95.79126948,-263.1418727,-79.55504207,-47.93643652,-8.158915484
2022-06-12 13:00:00,-96.19032478,-240.1649051,-72.01197783,-44.04897947,-8.042990554
2022-06-12 14:00:00,-95.35774735,-188.2201668,-55.22265828,-35.12872646,-7.517397318
2022-06-12 15:00:00,-94.69636396,-112.7942201,-31.2655064,-21.96532015,-6.332566952
2022-06-12 16:00:00,-93.89015042,-84.11001273,-23.06135641,-16.5059927,-4.975314498
2022-06-12 17:00:00,-92.33974486,-72.18128022,-20.00173947,-14.05955701,-4.058687274
2022-06-12 18:00:00,-89.75514763,-64.59984688,-18.07896893,-12.49379783,-3.454313362
2022-06-12 19:00:00,-78.2941712,-58.47924886,-16.28780247,-11.34918172,-3.205280487
2022-06-12 20:00:00,-57.47513867,-52.54244046,-14.51645297,-10.25592034,-2.997693851
2022-06-12 21:00:00,-45.8729425,-48.66516875,-13.25317375,-9.595136044,-2.968549172
2022-06-12 22:00:00,-42.66945755,-48.88328777,-13.12556171,-9.7316484,-3.168867545
2022-06-12 23:00:00,-40.20968937,-49.47128437,-13.22591797,-9.877469139,-3.264510155
2022-06-13 00:00:00,-39.77877248,-47.79301892,-12.7031014,-9.579455607,-3.227904906
2022-06-13 01:00:00,-39.30127359,-49.28366418,-13.24154813,-9.807113997,-3.186339933
2022-06-13 02:00:00,-39.09927179,-47.36084089,-12.70342822,-9.435232851,-3.083518739
2022-06-13 03:00:00,-40.07420237,-48.03819669,-13.13016096,-9.447651748,-2.882571267
2022-06-13 04:00:00,-47.95807248,-68.91351322,-19.97550877,-12.98341669,-2.995662301
2022-06-13 05:00:00,-69.28594477,-131.262328,-40.07430837,-23.71695515,-3.679800969
2022-06-13 06:00:00,-81.02949067,-218.2840341,-67.43590893,-39.04339023,-5.325435764
2022-06-13 07:00:00,-85.90801703,-258.2466747,-79.04541855,-46.55951563,-7.036806359
2022-06-13 08:00:00,-90.91195904,-264.8234844,-80.2964529,-48.12626835,-7.978041901
2022-06-13 09:00:00,-93.17665363,-265.4392585,-80.29936864,-48.3300685,-8.18038418
2022-06-13 10:00:00,-93.96060391,-264.1516815,-79.83859287,-48.13126407,-8.211967639
2022-06-13 11:00:00,-94.88772159,-270.7595522,-81.99496922,-49.25569944,-8.258214835
2022-06-13 12:00:00,-95.37503115,-267.6617507,-81.09799017,-48.67158846,-8.122593378
2022-06-13 13:00:00,-95.64833452,-241.1020589,-72.33562993,-44.19953801,-8.031723043
2022-06-13 14:00:00,-95.37238098,-186.5005233,-54.64545931,-34.84411146,-7.521381803
2022-06-13 15:00:00,-94.47681262,-112.8319187,-31.23525309,-21.99301303,-6.375386484
2022-06-13 16:00:00,-93.96582231,-85.64777308,-23.57036662,-16.76407439,-4.978891076
2022-06-13 17:00:00,-92.64249563,-72.42271221,-20.09496256,-14.09342279,-4.045941513
2022-06-13 18:00:00,-89.81484726,-65.73654688,-18.39283117,-12.71576671,-3.519351129
2022-06-13 19:00:00,-78.06386532,-57.77631601,-16.00961434,-11.25396483,-3.249157664
2022-06-13 20:00:00,-57.46906941,-51.40114115,-14.12121584,-10.0731058,-3.012497875
2022-06-13 21:00:00,-45.30357258,-49.08818152,-13.41159717,-9.656928591,-2.951130007
2022-06-13 22:00:00,-42.48573609,-49.85897764,-13.45564315,-9.89183764,-3.164016066
2022-06-13 23:00:00,-40.29055273,-50.81280671,-13.69887045,-10.08816701,-3.238731786
2022-06-14 00:00:00,-39.85322765,-49.23889129,-13.19704033,-9.8144436,-3.215923436
2022-06-14 01:00:00,-39.51712402,-50.03261828,-13.51257889,-9.921249984,-3.164960541
2022-06-14 02:00:00,-39.35228376,-48.53362863,-13.12157772,-9.617087352,-3.056298493
2022-06-14 03:00:00,-40.35165358,-49.94587838,-13.81340653,-9.741922863,-2.835219598
2022-06-14 04:00:00,-49.02204952,-71.91873068,-21.02286245,-13.461479,-2.950047779
2022-06-14 05:00:00,-69.64518068,-134.0062338,-40.97509409,-24.18119755,-3.693650502
2022-06-14 06:00:00,-80.54020602,-221.9440347,-68.68319206,-39.63974887,-5.298152844
2022-06-14 07:00:00,-85.93755578,-254.7365304,-77.85258848,-45.98588257,-7.059588324
2022-06-14 08:00:00,-90.42220064,-261.0536029,-79.06959909,-47.48306809,-7.948268551
2022-06-14 09:00:00,-92.98262579,-262.0079005,-79.2543868,-47.70877341,-8.081580013
2022-06-14 10:00:00,-93.8434447,-261.0300649,-78.89261976,-47.56371174,-8.117401856
2022-06-14 11:00:00,-94.53372214,-264.4568645,-80.02165708,-48.14145962,-8.130631078
2022-06-14 12:00:00,-94.68237275,-253.5722048,-76.55223486,-46.24795085,-7.971833422
2022-06-14 13:00:00,-95.10910955,-222.4160226,-66.34008061,-40.96863389,-7.798593585
2022-06-14 14:00:00,-93.82804382,-171.5833864,-49.97058851,-32.20916786,-7.22387361
2022-06-14 15:00:00,-93.4334364,-107.0581201,-29.61037818,-20.88085093,-6.075661838
2022-06-14 16:00:00,-92.48412823,-80.95292915,-22.24335596,-15.86263173,-4.740953753
2022-06-14 17:00:00,-90.64959108,-69.7454771,-19.35098137,-13.57300168,-3.897510994
2022-06-14 18:00:00,-88.48192688,-60.37111117,-16.75974635,-11.74383055,-3.363957377
2022-06-14 19:00:00,-78.04006327,-53.84793397,-14.85914553,-10.51973856,-3.090165798
2022-06-14 20:00:00,-57.46454133,-50.23683981,-13.81327355,-9.838976496,-2.932339722
2022-06-14 21:00:00,-46.14515336,-47.23477521,-12.83428584,-9.327782154,-2.910639236
2022-06-14 22:00:00,-43.00606948,-48.26534986,-12.91469207,-9.63110392,-3.173757887
2022-06-14 23:00:00,-40.43794617,-49.81081407,-13.33582326,-9.935693058,-3.267781427
2022-06-15 00:00:00,-39.90259237,-49.2656695,-13.19983821,-9.821970729,-3.222051624
2022-06-15 01:00:00,-39.66858894,-48.40215639,-12.95561089,-9.656246683,-3.178441236
2022-06-15 02:00:00,-39.75893379,-47.24788759,-12.67002658,-9.414282575,-3.079269287
2022-06-15 03:00:00,-40.44636732,-48.78092438,-13.37706091,-9.571777672,-2.883247218
2022-06-15 04:00:00,-48.21480772,-72.31892771,-21.11824463,-13.54718692,-2.988064602
2022-06-15 05:00:00,-69.54557501,-133.9812947,-40.93424843,-24.19330735,-3.726183133
2022-06-15 06:00:00,-81.60256041,-215.4345821,-66.48495069,-38.56905202,-5.326576671
2022-06-15 07:00:00,-86.30953095,-251.4546565,-76.80014975,-45.41814396,-7.01806909
2022-06-15 08:00:00,-91.09567256,-257.0173533,-77.76071853,-46.79209184,-7.911732578
2022-06-15 09:00:00,-93.84035528,-257.5709908,-77.80066118,-46.95666635,-8.056335761
2022-06-15 10:00:00,-95.15209346,-255.0796535,-76.90767676,-46.5727128,-8.118874423
2022-06-15 11:00:00,-95.69192238,-253.7391771,-76.50998477,-46.32473332,-8.069740939
2022-06-15 12:00:00,-95.751322,-236.797163,-70.99827061,-43.43325235,-7.93411705
2022-06-15 13:00:00,-96.15037578,-201.3069612,-59.3655421,-37.41954934,-7.736778296
2022-06-15 14:00:00,-95.54207858,-150.5405224,-43.04058628,-28.65988098,-7.139587839
2022-06-15 15:00:00,-94.94756294,-88.99733428,-23.87270542,-17.72942538,-5.793072668
2022-06-15 16:00:00,-93.83230911,-68.53827681,-18.34118721,-13.67549866,-4.504905057
2022-06-15 17:00:00,-92.18748855,-56.87767415,-15.28678135,-11.31583404,-3.672443363
2022-06-15 18:00:00,-89.19081461,-49.29378599,-13.22976517,-9.816379412,-3.201496826
2022-06-15 19:00:00,-77.9336995,-44.58556336,-11.86476292,-8.929472997,-2.997091539
2022-06-15 20:00:00,-58.12822917,-40.09936513,-10.48984505,-8.12153252,-2.876609997
2022-06-15 21:00:00,-46.47202151,-40.92985805,-10.79258395,-8.246994042,-2.850702067
2022-06-15 22:00:00,-43.51632514,-44.05229769,-11.59092037,-8.888639048,-3.093178865
2022-06-15 23:00:00,-40.9422455,-45.94641087,-12.13059172,-9.250174433,-3.184878575
2022-06-16 00:00:00,-40.49883747,-45.5983619,-12.03541188,-9.181748023,-3.16404208
2022-06-16 01:00:00,-39.8939207,-45.01192375,-11.9056258,-9.051161686,-3.098348786
2022-06-16 02:00:00,-39.4173885,-42.50893892,-11.21857416,-8.560359225,-2.951072144
2022-06-16 03:00:00,-39.28972606,-38.98032246,-10.28064512,-7.853118259,-2.712795697
2022-06-16 04:00:00,-45.82578864,-39.27223906,-10.4591405,-7.861176105,-2.631605857
2022-06-16 05:00:00,-61.79321319,-43.44449602,-11.83444218,-8.564277585,-2.647056497
2022-06-16 06:00:00,-71.75427206,-47.83607443,-13.14477135,-9.372972468,-2.800586792
2022-06-16 07:00:00,-80.18350367,-52.70341097,-14.46260016,-10.33650358,-3.105203497
2022-06-16 08:00:00,-86.41146283,-56.08902892,-15.25071951,-11.07098322,-3.445623464
2022-06-16 09:00:00,-89.65492876,-58.13230427,-15.73953626,-11.50766663,-3.637898502
2022-06-16 10:00:00,-90.51873398,-58.50515479,-15.76690487,-11.61826583,-3.734813396
2022-06-16 11:00:00,-91.43515233,-57.86439317,-15.56418621,-11.50603795,-3.723944847
2022-06-16 12:00:00,-91.535126,-54.05723632,-14.45304071,-10.79255842,-3.566038065
2022-06-16 13:00:00,-91.35950964,-51.02903263,-13.70428452,-10.15753528,-3.305393023
2022-06-16 14:00:00,-90.87136095,-47.25579457,-12.65368209,-9.425090479,-3.098249436
2022-06-16 15:00:00,-90.28720005,-44.02223368,-11.67526373,-8.836446031,-2.998814168
2022-06-16 16:00:00,-87.05568919,-42.78204273,-11.29935333,-8.611004247,-2.961327583
2022-06-16 17:00:00,-71.00471567,-41.59606089,-10.98310309,-8.373802086,-2.882250541
2022-06-16 18:00:00,-62.05441276,-39.91395057,-10.51986732,-8.044716531,-2.784782874
2022-06-16 19:00:00,-57.91369942,-38.01154048,-9.939212712,-7.700907136,-2.73130078
2022-06-16 20:00:00,-50.81820119,-37.78639322,-9.93245254,-7.629238137,-2.663011867
2022-06-16 21:00:00,-44.89728167,-38.4369203,-10.04637267,-7.78912043,-2.765934092
2022-06-16 22:00:00,-42.72946522,-42.59105378,-11.14812652,-8.622954663,-3.048891402
2022-06-16 23:00:00,-40.70916727,-44.55617168,-11.73619469,-8.983959885,-3.115862541
2022-06-17 00:00:00,-40.08510941,-44.01588096,-11.57917702,-8.88237181,-3.0927833
2022-06-17 01:00:00,-39.48103265,-44.94765472,-11.92531118,-9.019895983,-3.057240394
2022-06-17 02:00:00,-38.96410628,-43.46774234,-11.57375594,-8.702369475,-2.915491503
2022-06-17 03:00:00,-38.23709938,-39.33035046,-10.44295855,-7.888637544,-2.667158267
2022-06-17 04:00:00,-39.32726913,-38.25410059,-10.19961303,-7.651560347,-2.551753831
2022-06-17 05:00:00,-41.00800881,-40.26311543,-10.91266662,-7.964705165,-2.508371854
2022-06-17 06:00:00,-43.04941162,-39.8956219,-10.74039955,-7.928340857,-2.558141082
2022-06-17 07:00:00,-48.29881367,-41.872831,-11.3409599,-8.287130386,-2.616650438
2022-06-17 08:00:00,-60.13453748,-43.3330384,-11.74473742,-8.571977427,-2.699608719
2022-06-17 09:00:00,-69.74458144,-45.15591029,-12.24022233,-8.931858931,-2.811747765
2022-06-17 10:00:00,-78.55067245,-46.98541766,-12.78993432,-9.266838727,-2.871871569
2022-06-17 11:00:00,-86.04636866,-46.46869365,-12.5744533,-9.202337899,-2.915111249
2022-06-17 12:00:00,-87.48507576,-46.54759516,-12.55713872,-9.237295693,-2.958726333
2022-06-17 13:00:00,-88.06271301,-44.64531146,-11.93249892,-8.915521025,-2.949271563
2022-06-17 14:00:00,-87.44087568,-42.6436436,-11.31656242,-8.556266656,-2.897985445
2022-06-17 15:00:00,-85.19990347,-41.05648908,-10.83140339,-8.269794665,-2.854092972
2022-06-17 16:00:00,-82.57513651,-40.79484694,-10.78583609,-8.205364268,-2.812446224
2022-06-17 17:00:00,-64.44502276,-40.40530103,-10.72588571,-8.105490822,-2.742547965
2022-06-17 18:00:00,-54.50964936,-39.65959078,-10.51795844,-7.960884371,-2.701905149
2022-06-17 19:00:00,-51.02578081,-38.67634683,-10.23639083,-7.773920193,-2.655724777
2022-06-17 20:00:00,-45.97255062,-36.82122494,-9.627888697,-7.459797299,-2.645852951
2022-06-17 21:00:00,-42.15658079,-37.99550608,-9.954627462,-7.687854961,-2.710541231
2022-06-17 22:00:00,-41.44033798,-41.7909078,-10.97750706,-8.441549071,-2.952795541
2022-06-17 23:00:00,-39.81953091,-46.4127803,-12.40379403,-9.269029751,-3.067132736
2022-06-18 00:00:00,-39.62144308,-45.63901158,-12.14928409,-9.138361813,-3.063719768
2022-06-18 01:00:00,-39.43269883,-46.45523445,-12.4501507,-9.260002799,-3.03492745
2022-06-18 02:00:00,-39.53093239,-46.31814322,-12.52326442,-9.177748862,-2.916116651
2022-06-18 03:00:00,-40.30522081,-48.50136262,-13.42492561,-9.454658065,-2.742195258
2022-06-18 04:00:00,-48.22048466,-62.24455512,-17.87713327,-11.80961841,-2.871051776
2022-06-18 05:00:00,-69.16132089,-123.634105,-37.63360523,-22.39456572,-3.577763106
2022-06-18 06:00:00,-80.23788956,-216.7889536,-67.13775294,-38.69410806,-5.125231589
2022-06-18 07:00:00,-85.90263552,-251.114145,-76.8694209,-45.27000454,-6.835294088
2022-06-18 08:00:00,-90.19668954,-258.514807,-78.351157,-46.99602385,-7.820445348
2022-06-18 09:00:00,-92.60053052,-259.5710034,-78.54908828,-47.24912365,-7.974579507
2022-06-18 10:00:00,-93.09014059,-259.8237885,-78.58578329,-47.31503787,-8.02214622
2022-06-18 11:00:00,-93.81769947,-266.1016892,-80.62988539,-48.38562038,-8.070677679
2022-06-18 12:00:00,-94.43291227,-262.5240372,-79.5265487,-47.74473806,-7.981463707
2022-06-18 13:00:00,-94.55905553,-237.7649578,-71.41117063,-43.54940062,-7.843815302
2022-06-18 14:00:00,-93.8272494,-181.1795448,-53.0142375,-33.88606284,-7.378944093
2022-06-18 15:00:00,-92.86897117,-109.9916779,-30.46193008,-21.4329276,-6.201962565
2022-06-18 16:00:00,-92.1556512,-79.68379485,-21.73839406,-15.69206792,-4.822870893
2022-06-18 17:00:00,-90.76921686,-67.60236684,-18.63952264,-13.21436096,-3.894599635
2022-06-18 18:00:00,-87.88562821,-60.48321664,-16.81489242,-11.753626,-3.34617979
2022-06-18 19:00:00,-76.97252407,-55.77761072,-15.51886153,-10.83310614,-3.073675376
2022-06-18 20:00:00,-57.60717615,-51.2547594,-14.15870464,-10.00556748,-2.926215155
2022-06-18 21:00:00,-45.97613115,-47.76822671,-13.0289792,-9.40825264,-2.893763042
2022-06-18 22:00:00,-43.14472807,-47.77304445,-12.81846654,-9.515114878,-3.105881606
2022-06-18 23:00:00,-40.74517177,-48.27476783,-12.89957433,-9.641802114,-3.192014951
2022-06-19 00:00:00,-40.3788033,-47.0633794,-12.52769483,-9.423945721,-3.160098307
2022-06-19 01:00:00,-39.82100446,-47.40980825,-12.6904868,-9.45802602,-3.112782622
2022-06-19 02:00:00,-39.80824335,-45.3385915,-12.13144594,-9.04714086,-2.981417888
2022-06-19 03:00:00,-40.54283097,-45.31016804,-12.29839923,-8.954189731,-2.804990117
2022-06-19 04:00:00,-49.49096183,-67.72389012,-19.662901,-12.74317954,-2.91172904
2022-06-19 05:00:00,-70.0688686,-134.1546141,-41.09326348,-24.17157296,-3.624941215
2022-06-19 06:00:00,-80.57095318,-214.0130283,-66.14958308,-38.26288457,-5.188093028
2022-06-19 07:00:00,-86.03107752,-250.059373,-76.48643553,-45.10990657,-6.866688807
2022-06-19 08:00:00,-90.63817951,-257.3951479,-77.98447618,-46.80614454,-7.813906449
2022-06-19 09:00:00,-93.25778312,-257.2648314,-77.83338266,-46.83825246,-7.921561129
2022-06-19 10:00:00,-94.17501245,-256.265886,-77.42659067,-46.70866666,-7.995371328
2022-06-19 11:00:00,-95.29747261,-264.4204576,-80.09535147,-48.09247678,-8.044801051
2022-06-19 12:00:00,-96.12524092,-259.6037194,-78.52906934,-47.27003844,-8.005503773
2022-06-19 13:00:00,-96.5672133,-237.7686287,-71.3768883,-43.56776543,-7.879321279
2022-06-19 14:00:00,-95.6359351,-184.464023,-54.09616781,-34.43992377,-7.391839867
2022-06-19 15:00:00,-95.01801056,-110.3711344,-30.54550627,-21.51762498,-6.24487185
2022-06-19 16:00:00,-94.36286457,-82.52075201,-22.58626753,-16.21378357,-4.92064981
2022-06-19 17:00:00,-92.48427685,-69.17486775,-19.06594828,-13.52531511,-3.992340975
2022-06-19 18:00:00,-90.07088021,-60.39726214,-16.72379159,-11.77052492,-3.408629127
2022-06-19 19:00:00,-78.66353462,-54.61422818,-15.03020783,-10.68963881,-3.1745349
2022-06-19 20:00:00,-57.99596411,-50.42856309,-13.86259357,-9.878224246,-2.946927461
2022-06-19 21:00:00,-46.06321423,-47.26589523,-12.8615768,-9.324510008,-2.893721607
2022-06-19 22:00:00,-43.16025947,-47.4081642,-12.69851871,-9.453462047,-3.104202694
2022-06-19 23:00:00,-40.67525821,-48.55676826,-12.98073775,-9.695220545,-3.204851668
2022-06-20 00:00:00,-40.3700896,-46.8774917,-12.45786873,-9.396896203,-3.167961838
2022-06-20 01:00:00,-39.97399457,-48.25674097,-12.94281092,-9.614174862,-3.142769402
2022-06-20 02:00:00,-39.75735172,-45.9687527,-12.29007834,-9.177878399,-3.032839231
2022-06-20 03:00:00,-40.4954963,-46.8627111,-12.79901929,-9.221394055,-2.821884412
2022-06-20 04:00:00,-48.4509484,-67.80424217,-19.66302957,-12.76989927,-2.938384487
2022-06-20 05:00:00,-69.61340458,-128.759489,-39.32043739,-23.25961098,-3.599392284
2022-06-20 06:00:00,-81.32956332,-214.2357088,-66.22096844,-38.30141871,-5.190934492
2022-06-20 07:00:00,-86.19721196,-252.0069276,-77.12570041,-45.439459,-6.876608798
2022-06-20 08:00:00,-91.17784433,-258.6764992,-78.42256245,-47.01421852,-7.802937299
2022-06-20 09:00:00,-93.64496323,-259.6369236,-78.55935456,-47.26596392,-7.986286644
2022-06-20 10:00:00,-94.45220123,-259.1974915,-78.37842044,-47.20995363,-8.020743407
2022-06-20 11:00:00,-95.46216128,-266.6842815,-80.81610685,-48.48670708,-8.078653653
2022-06-20 12:00:00,-95.90311939,-263.0154705,-79.70716896,-47.81823904,-7.96465456
2022-06-20 13:00:00,-96.23572072,-236.3851963,-70.93537806,-43.32737641,-7.859687382
2022-06-20 14:00:00,-95.84105183,-182.2397208,-53.37060789,-34.06126967,-7.375965726
2022-06-20 15:00:00,-95.2065666,-110.5950111,-30.60474779,-21.56262979,-6.2602559
2022-06-20 16:00:00,-94.52307378,-84.55452646,-23.31392952,-16.52787739,-4.87091263
2022-06-20 17:00:00,-93.27127202,-71.11642083,-19.7397651,-13.83559106,-3.965708513
2022-06-20 18:00:00,-90.50739025,-63.87297097,-17.82680097,-12.37758984,-3.464189356
2022-06-20 19:00:00,-78.64832173,-55.77399599,-15.39695561,-10.89285419,-3.194376383
2022-06-20 20:00:00,-58.35168711,-50.09837438,-13.7443217,-9.827297276,-2.955136426
2022-06-20 21:00:00,-45.89527671,-48.62392536,-13.31472427,-9.550612988,-2.893250855
2022-06-20 22:00:00,-42.92853647,-48.79087,-13.15580288,-9.685721895,-3.107820457
2022-06-20 23:00:00,-40.72902386,-50.41510702,-13.61274413,-9.998663607,-3.19229154
2022-06-21 00:00:00,-40.36391059,-48.51342889,-13.01406813,-9.664108899,-3.157074833
2022-06-21 01:00:00,-39.98250645,-49.09843344,-13.26322529,-9.734531836,-3.10291919
2022-06-21 02:00:00,-39.72319674,-47.86250856,-12.95571912,-9.476309959,-2.998450399
2022-06-21 03:00:00,-40.82890992,-49.22231946,-13.60864742,-9.603116106,-2.798792394
2022-06-21 04:00:00,-49.59745367,-70.65441261,-20.63857023,-13.23218576,-2.912900643
2022-06-21 05:00:00,-70.16938343,-132.520937,-40.57014278,-23.88857428,-3.603502889
2022-06-21 06:00:00,-80.96486255,-216.4631441,-66.99285315,-38.6579548,-5.161528225
2022-06-21 07:00:00,-86.36808877,-250.0668026,-76.46917783,-45.12101195,-6.886423041
2022-06-21 08:00:00,-90.73240693,-256.8281903,-77.85251517,-46.68313918,-7.756881594
2022-06-21 09:00:00,-93.44537674,-258.662566,-78.29965459,-47.07102805,-7.921200749
2022-06-21 10:00:00,-94.31449168,-257.6916553,-77.97502877,-46.90970406,-7.92218968
2022-06-21 11:00:00,-95.27604412,-260.0226521,-78.71726491,-47.31558493,-7.95695247
2022-06-21 12:00:00,-95.46740969,-248.4247988,-75.00146028,-45.30753612,-7.806805983
2022-06-21 13:00:00,-96.05850188,-216.8389263,-64.66237208,-39.94845606,-7.617270022
2022-06-21 14:00:00,-95.12196528,-165.583706,-48.12864438,-31.13024648,-7.06592429
2022-06-21 15:00:00,-94.61593444,-103.6650979,-28.60519369,-20.2524358,-5.949838953
2022-06-21 16:00:00,-93.58757075,-78.69233449,-21.56097402,-15.45029115,-4.669804144
2022-06-21 17:00:00,-91.82569862,-68.24013902,-18.88305727,-13.30518437,-3.863655742
2022-06-21 18:00:00,-89.49825522,-60.13233555,-16.70737191,-11.69042589,-3.336739935
2022-06-21 19:00:00,-78.74574152,-52.82577035,-14.51848424,-10.349348,-3.090105878
2022-06-21 20:00:00,-58.63626231,-49.11990248,-13.45039314,-9.648104255,-2.922907684
2022-06-21 21:00:00,-46.93185435,-46.37383214,-12.56877309,-9.173557502,-2.889170959
2022-06-21 22:00:00,-43.62666815,-47.32433555,-12.64644193,-9.451557552,-3.128336586
2022-06-21 23:00:00,-41.1118467,-46.54086691,-12.40356364,-9.311840482,-3.11005866
2022-06-22 00:00:00,-40.77722229,-45.03251683,-11.96688288,-9.027397504,-3.043956067
2022-06-22 01:00:00,-40.17764183,-44.54026878,-11.79159716,-8.950957683,-3.055159104
2022-06-22 02:00:00,-40.44154036,-43.10543953,-11.4404154,-8.648272146,-2.928064447
2022-06-22 03:00:00,-40.50303957,-39.18544371,-10.30112316,-7.91125299,-2.760691409
2022-06-22 04:00:00,-45.22301028,-39.5973272,-10.52899666,-7.934610737,-2.670112407
2022-06-22 05:00:00,-62.03557958,-46.3073901,-12.59521346,-9.138189972,-2.840583245
2022-06-22 06:00:00,-72.37955708,-50.2066162,-13.6232948,-9.923891331,-3.11224393
2022-06-22 07:00:00,-78.28536699,-53.49605282,-14.51524308,-10.57439607,-3.316774531
2022-06-22 08:00:00,-80.63967927,-56.50038595,-15.3929651,-11.13697943,-3.440496885
2022-06-22 09:00:00,-82.99341344,-56.03257576,-15.12702318,-11.11401366,-3.550502076
2022-06-22 10:00:00,-83.51620643,-55.61336261,-14.96345527,-11.0560599,-3.574332264
2022-06-22 11:00:00,-77.34745249,-58.96101161,-16.16096874,-11.57318617,-3.492701797
2022-06-22 12:00:00,-73.07985417,-55.37701925,-15.06117004,-10.9284214,-3.397836377
2022-06-22 13:00:00,-70.70620534,-52.88678746,-14.29620967,-10.48082432,-3.332719481
2022-06-22 14:00:00,-66.78630278,-51.78089737,-14.03217702,-10.24421062,-3.228122107
2022-06-22 15:00:00,-62.01505004,-47.97247666,-12.86792776,-9.556861674,-3.122897797
2022-06-22 16:00:00,-59.23109656,-44.37004071,-11.82355886,-8.87823414,-2.966454712
2022-06-22 17:00:00,-57.40558587,-42.14095264,-11.29364709,-8.400160669,-2.753337125
2022-06-22 18:00:00,-54.98975149,-38.86084811,-10.33201335,-7.787609361,-2.621602684
2022-06-22 19:00:00,-51.26370538,-36.8810303,-9.651743181,-7.467805177,-2.641933587
2022-06-22 20:00:00,-46.32691902,-36.00548128,-9.406015214,-7.298819485,-2.595811878
2022-06-22 21:00:00,-41.44179554,-36.87407715,-9.68057324,-7.451072429,-2.61078581
2022-06-22 22:00:00,-40.78424939,-39.85953056,-10.39349205,-8.08976416,-2.893018134
2022-06-22 23:00:00,-40.06631727,-43.51463399,-11.4738217,-8.767967145,-3.031056295
2022-06-23 00:00:00,-39.91141099,-43.89768919,-11.62450909,-8.820308515,-3.008053968
2022-06-23 01:00:00,-39.37152326,-44.36852695,-11.81745596,-8.880781006,-2.972053028
2022-06-23 02:00:00,-38.95164799,-41.27808955,-10.91400236,-8.302362002,-2.84536082
2022-06-23 03:00:00,-38.95376286,-38.55703792,-10.23114761,-7.736772169,-2.621198365
2022-06-23 04:00:00,-40.16958104,-37.76042008,-10.0966414,-7.538485994,-2.490165294
2022-06-23 05:00:00,-43.88165824,-41.2264851,-11.25876012,-8.112781639,-2.483401579
2022-06-23 06:00:00,-47.67697472,-42.48128884,-11.62534808,-8.347755572,-2.53508153
2022-06-23 07:00:00,-51.4317222,-42.43522076,-11.56822489,-8.360961142,-2.576848698
2022-06-23 08:00:00,-57.98160302,-42.33000107,-11.4829517,-8.368524505,-2.627048653
2022-06-23 09:00:00,-61.59136625,-43.53808701,-11.86285773,-8.581266805,-2.649837939
2022-06-23 10:00:00,-63.39562396,-44.05135247,-11.99632129,-8.685623513,-2.687462868
2022-06-23 11:00:00,-65.69499991,-42.88687487,-11.60574319,-8.492753363,-2.689881769
2022-06-23 12:00:00,-67.39602636,-44.93825786,-12.30142637,-8.8287061,-2.677992913
2022-06-23 13:00:00,-67.35043521,-44.50501952,-12.17845035,-8.745781329,-2.656556153
2022-06-23 14:00:00,-66.58005226,-44.34831632,-12.18157842,-8.691982896,-2.601193686
2022-06-23 15:00:00,-65.57200774,-41.54938308,-11.26653986,-8.21652443,-2.583254499
2022-06-23 16:00:00,-64.1110315,-41.36290733,-11.14547791,-8.214896822,-2.642157868
2022-06-23 17:00:00,-56.97267093,-41.36953938,-11.17907187,-8.200310525,-2.610774591
2022-06-23 18:00:00,-50.60704691,-39.41925551,-10.61361614,-7.832943766,-2.526135697
2022-06-23 19:00:00,-49.04560905,-39.21327842,-10.54318542,-7.799500099,-2.527907391
2022-06-23 20:00:00,-45.61680341,-38.90812164,-10.44816196,-7.7452929,-2.521211922
2022-06-23 21:00:00,-41.73011245,-38.41242342,-10.16534768,-7.7214673,-2.63879346
2022-06-23 22:00:00,-41.56177419,-43.75498244,-11.69002185,-8.739983222,-2.894972298
2022-06-23 23:00:00,-40.2816539,-43.90688656,-11.60750507,-8.831876319,-3.028123783
2022-06-24 00:00:00,-40.40670254,-44.50997053,-11.81328543,-8.930014128,-3.023371413
2022-06-24 01:00:00,-39.733861,-43.85693273,-11.63703239,-8.800461384,-2.981945189
2022-06-24 02:00:00,-39.07434072,-42.58061596,-11.31885435,-8.534111477,-2.8746843
2022-06-24 03:00:00,-38.39696878,-39.2431459,-10.46142864,-7.850334311,-2.619619989
2022-06-24 04:00:00,-38.8820897,-37.94982061,-10.12528024,-7.587300082,-2.524659962
2022-06-24 05:00:00,-40.70325528,-41.21623286,-11.25422699,-8.111630793,-2.484517299
2022-06-24 06:00:00,-43.22275337,-41.46550886,-11.32214072,-8.160765928,-2.499695568
2022-06-24 07:00:00,-48.20554604,-42.22793634,-11.53616248,-8.307897538,-2.539816298
2022-06-24 08:00:00,-59.96450538,-44.6054524,-12.22993539,-8.75351644,-2.638548748
2022-06-24 09:00:00,-69.41106838,-46.82557392,-12.8923152,-9.162367039,-2.716209439
2022-06-24 10:00:00,-79.35505672,-47.78196834,-13.16127759,-9.346683987,-2.766045192
